2020. 1. 15,7:00,0,0,0,0,0
2020. 1. 15,10:00,0,0,0,0,0
2020. 1. 15,12:00,0,0,0,0,0
2020. 1. 15,14:00,0,0,0,0,0
2020. 1. 15,15:00,0,0,0,0,0
2020. 1. 15,16:00,0,0,0,0,0
2020. 1. 15,17:00,0,0,0,0,0
2020. 1. 15,18:00,0,0,0,0,0
2020. 1. 15,20:00,0,0,0,0,0
2020. 1. 15,21:00,0,0,0,0,0
2020. 1. 15,22:00,35,0,0,0,35
2020. 1. 15,23:00,53,0,0,0,53
2020. 1. 16,0:00,77,0,0,0,77
2020. 1. 16,1:00,89,0,0,0,89
2020. 1. 16,2:00,86,0,0,0,86
2020. 1. 16,3:00,92,0,0,1,92
2020. 1. 16,4:00,85,0,0,9,85
2020. 1. 16,5:00,73,0,0,12,72
2020. 1. 16,6:00,89,0,0,13,88
2020. 1. 16,7:00,94,0,0,17,94
2020. 1. 16,8:00,93,0,0,47,93
2020. 1. 16,9:00,80,0,0,20,80
2020. 1. 16,10:00,64,0,0,1,64
2020. 1. 16,11:00,36,0,0,0,36
2020. 1. 16,13:00,0,0,0,0,0
2020. 1. 16,14:00,0,0,0,0,0
2020. 1. 16,15:00,14,0,0,0,14
2020. 1. 16,17:00,99,0,0,0,99
2020. 1. 16,18:00,97,0,0,0,97
2020. 1. 16,19:00,98,0,0,0,98
2020. 1. 16,20:00,98,0,0,0,98
2020. 1. 16,21:00,98,0,0,0,98
2020. 1. 16,22:00,99,0,0,0,99
2020. 1. 16,23:00,99,0,0,0,99
2020. 1. 17,0:00,97,0,0,0,97
2020. 1. 17,1:00,99,0,0,0,99
2020. 1. 17,2:00,99,0,0,0,99
2020. 1. 17,3:00,99,0,0,0,99
2020. 1. 17,4:00,99,0,0,3,99
2020. 1. 17,5:00,97,0,0,13,97
2020. 1. 17,6:00,96,0,0,18,96
2020. 1. 17,8:00,98,0,0,61,98
2020. 1. 17,9:00,98,0,0,79,98
2020. 1. 17,11:00,73,0,0,70,59
2020. 1. 17,12:00,50,0,0,48,22
2020. 1. 17,13:00,13,0,0,3,12
2020. 1. 17,14:00,30,0,0,2,30
2020. 1. 17,16:00,41,0,0,41,0
2020. 1. 17,17:00,32,0,0,30,5
2020. 1. 17,18:00,18,0,0,12,12
2020. 1. 17,19:00,79,0,70,48,25
2020. 1. 17,20:00,85,0,69,76,50
2020. 1. 17,21:00,97,0,85,94,79
2020. 1. 17,22:00,98,0,91,97,87
2020. 1. 18,0:00,91,0,9,88,84
2020. 1. 18,2:00,90,0,5,89,23
2020. 1. 18,3:00,93,0,6,92,0
2020. 1. 18,4:00,80,0,6,79,0
2020. 1. 18,6:00,40,0,4,38,0
2020. 1. 18,7:00,16,0,0,16,0
2020. 1. 18,9:00,10,0,0,10,0
2020. 1. 18,10:00,0,0,0,0,0
2020. 1. 18,11:00,0,0,0,0,0
2020. 1. 18,12:00,0,0,0,0,0
2020. 1. 18,13:00,0,0,0,0,0
2020. 1. 18,14:00,0,0,0,0,0
2020. 1. 18,17:00,0,0,0,0,0
2020. 1. 18,18:00,0,0,0,0,0
2020. 1. 18,19:00,0,0,0,0,0
2020. 1. 18,20:00,1,0,0,0,1
2020. 1. 18,22:00,93,0,0,92,49
2020. 1. 19,0:00,95,0,0,86,91
2020. 1. 19,1:00,98,0,0,66,96
2020. 1. 19,3:00,99,0,0,88,98
2020. 1. 19,5:00,98,0,87,62,88
